"order_id","mainCommonName","scientific_name","otherCommonNames"
327,"Spix's Saddle-back Tamarin","Saguinus fuscicollis","Brown-mantled Tamarin|Hershkovitz's Saddle-back Tamarin|Saddleback Tamarin|Acre Saddle-back Tamarin|Ávila-Pires's Saddle-back Tamarin|Gray-fronted Saddle-back Tamarin|Lako's Saddle-back Tamarin"
328,"Woolley's Pseudantechinus","Pseudantechinus woolleyae","Woolley's Antechinus|Woolley's False Antechinus"
329,"Merriam's Shrew","Sorex merriami",NA
330,"Pale-toothed Shrew","Sorex stizodon",NA
331,"Killer Whale","Orcinus orca","Orca"
332,"Bushy-tailed Mongoose","Bdeogale crassicauda",NA
333,"Mountain Bear Cuscus","Ailurops furvus",NA
334,"Northern Hairy-nosed Wombat","Lasiorhinus krefftii","Krefft's Hairy-nosed Wombat|Moonie River Wombat|Queensland Hairy-nosed Wombat"
335,"Paramushir Shrew","Sorex leucogaster",NA
336,"Rufous Sengi","Galegeeska rufescens","Rufous Elephant-shrew|East African Long-eared Sengi|East African Long-eared Elephant-shrew|Rufous Spectacled Sengi|Rufous Spectacled Elephant-shrew|Spectacled Sengi|Spectacled Elephant-shrew"
337,"Western Amazonian Mouse Opossum","Marmosa macrotarsus",NA
338,"Burmese Goral","Naemorhedus evansi",NA
339,"Nubra Pika","Ochotona nubrica",NA
340,"White-bellied Duiker","Cephalophorus leucogaster","Gaboon Duiker|Eastern White-bellied Duiker|Western White-bellied Duiker|Uele White-bellied Duiker"
341,"Amazon Black Howler","Alouatta nigerrima","Black Howler Monkey"
342,"Dark-footed Mouse Shrew","Myosorex cafer","Dark-footed Forest Shrew"
343,"Shrew Gymnure","Neotetracus sinensis","Chinese Moonrat"
344,"Malayan Pygmy Shrew","Suncus malayanus",NA
345,"Brown Bear","Ursus arctos","Grizzly Bear|Kodiak Bear"
346,"Caucasian Badger","Meles canescens",NA
347,"Northern Pika","Ochotona hyperborea","Anadyr Northern Pika|Chukchi Northern Pika|Lower Indigirka Northern Pika|Northern Baikal Northern Pika|Rusty Northern Pika|Tuva Northern Pika|Ural Northern Pika"
348,"Mexican Large-toothed Shrew","Sorex macrodon",NA
349,"Greater Hedgehog Tenrec","Setifer setosus","Greater Madagascar Tenrec|Large Madagascar Hedgehog"
350,"Tyleria Mouse Opossum","Marmosa tyleriana","Tyler's Mouse Opossum"
351,"Lowland Ring-tailed Possum","Pseudochirulus canescens","Lowland Ringtail"
352,"Large-eared Pika","Ochotona macrotis","Big-eared Pika"
353,"Visagie's Golden Mole","Chrysochloris visagiei",NA
354,"Carr's Slender Opossum","Marmosops carri",NA
355,"Bushy-tailed Opossum","Glironia venusta","Furry-tailed Opossum"
356,"African Forest Elephant","Loxodonta cyclotis",NA
357,"Arends's Golden Mole","Carpitalpa arendsi",NA
358,"African Savanna Hare","Lepus microtis",NA
359,"Decken's Sifaka","Propithecus deckenii","Von der Decken's Sifaka"
360,"Northern Muriqui","Brachyteles hypoxanthus","Northern Woolly Spider Monkey"
361,"Waterhouse's Mouse Opossum","Marmosa waterhousei",NA
362,"Reeves's Muntjac","Muntiacus reevesi",NA
363,"Central American Black Howler","Alouatta pigra","Guatemalan Black Howler|Lawrence's Black Howler|Mexican Black Howler|Yucatán Black Howler"
364,"Sahamalaza Sportive Lemur","Lepilemur sahamalaza","Sahamalaza Peninsula Sportive Lemur"
365,"Dusky Shrew-opossum","Caenolestes fuliginosus","Common Gray Shrew-opossum|Dusky Caenolestid|Silky Shrew-opossum"
366,"Taiwanese Mole Shrew","Anourosorex yamashinai",NA
367,"Mainland Dusky Antechinus","Antechinus mimetes",NA
368,"Malay Civet","Viverra tangalunga","Malayan Civet|Oriental Civet"
369,"Sumatran Rhinoceros","Dicerorhinus sumatrensis","Asiatic Two-horned Rhinoceros|Hairy Rhinoceros"
370,"Fulvous Tapeti","Sylvilagus fulvescens",NA
371,"Jackson's White-toothed Shrew","Crocidura jacksoni","Jackson's Shrew"
372,"Andaman Spiny White-toothed Shrew","Crocidura hispida","Andaman Spiny Shrew"
373,"Nepalese Striped Shrew","Sorex nepalensis",NA
374,"Talazac's Shrew Tenrec","Nesogale talazaci","Talzac's Shrew Tenrec"
375,"Highland Broad-clawed Shrew","Cryptotis oreoryctes","Yalijux Shrew"
376,"Himalayan Red Muntjac","Muntiacus aureus","Himalayan Red Muntjak"
377,"Guyanan Short-tailed Opossum","Monodelphis brevicaudata","Northern Red-sided Opossum|Red-legged Short-tailed Opossum|Guianan Short-tailed Opossum"
378,"Lesser Large-headed Shrew","Paracrocidura schoutedeni","Schouteden's Shrew"
379,"Klipspringer","Oreotragus oreotragus",NA
380,"Queensland Barred Bandicoot","Perameles pallescens",NA
381,"Gathorne's White-toothed Shrew","Crocidura gathornei","Gathorne's Shrew"
382,"Chowsingha","Tetracerus quadricornis","Four-horned Antelope"
383,"Leander's Water Shrew","Chimarrogale leander","Taiwanese Water Shrew"
384,"Orinoco River Dolphin","Inia humboldtiana","Orinoco Boto"
385,"Touan Short-tailed Opossum","Monodelphis touan",NA
386,"Ka'apor Capuchin","Cebus kaapori","Kaapori Capuchin"
387,"Brown Hyena","Parahyaena brunnea",NA
388,"Peleng Cuscus","Phalanger pelengensis","Banggai Cuscus|Menden's Cuscus|Peleng Phalanger"
389,"Spix's Mustached Tamarin","Saguinus mystax","Moustached Tamarin|Mustached Tamarin"
390,"Eastern Common Cuscus","Phalanger intercastellanus",NA
391,"Mam Broad-clawed Shrew","Cryptotis mam",NA
392,"Eastern Ring-tailed Possum","Pseudocheirus peregrinus","Common Ringtail|Queensland Ringtail|Ringtail Possum"
393,"Chacoan Mouse Opossum","Cryptonanus chacoensis","Chacoan Gracile Opossum"
394,"Altai Mole","Talpa altaica","Siberian Mole"
395,"Greater Ryukyu White-toothed Shrew","Crocidura orii","Amami Shrew|Orii's Shrew"
396,"Rock Ring-tailed Possum","Pseudochirops dahlii","Rock Possum|Rock-haunting Ringtail"
397,"Black-tufted-ear Marmoset","Callithrix penicillata","Black-penciled Marmoset|Black-tufted Marmoset"
398,"Northern Olingo","Bassaricyon gabbii",NA
399,"Goldman's Broad-clawed Shrew","Cryptotis goldmani","Goldman's Shrew|Goldman's Small-eared Shrew"
400,"Large Hairy Armadillo","Chaetophractus villosus","Big Hairy Armadillo|Greater Hairy Armadillo"
401,"Tama Small-eared Shrew","Cryptotis tamensis","Tama Shrew"
402,"Little Long-tailed Dunnart","Sminthopsis dolichura",NA
403,"Sun Bear","Helarctos malayanus","Malayan Sun Bear|Dog Bear|Honey Bear"
404,"North American River Otter","Lontra canadensis","River Otter"
405,"Alleghanian Spotted Skunk","Spilogale putorius","Eastern Spotted Skunk"
406,"Gansu Pika","Ochotona cansus","Gray Pika"
407,"Big Mexican Small-eared Shrew","Cryptotis magnus","Big Small-eared Shrew|Big Mexican Shrew"
408,"Moose","Alces alces","Elk|Eurasian Elk|Caucasian Moose"
409,"Dark Mexican Broad-clawed Shrew","Cryptotis griseoventris","Dark Mexican Shrew"
410,"Yellow-throated Marten","Martes flavigula",NA
411,"Sclater's Shrew","Sorex sclateri",NA
412,"Roosevelts' Muntjac","Muntiacus rooseveltorum",NA
413,"Web-footed Tenrec","Microgale mergulus","Aquatic Tenrec|Otter Shrew"
414,"Bright's Gazelle","Nanger notatus",NA
415,"Bangka Slow Loris","Nycticebus bancanus",NA
416,"Kiang","Equus kiang","Tibetan Wild Ass|Eastern Kiang|Southern Kiang|Western Kiang"
417,"Onager","Equus hemionus","Asian Wild Ass|Gobi Kulan|Mongolian Kulan|Persian Onager|Syrian Onager"
418,"Sunda Leopard Cat","Prionailurus javanensis",NA
419,"Margay","Leopardus wiedii",NA
420,"Dusky-footed Sengi","Elephantulus fuscipes","Dusky-footed Elephant-shrew|Uganda Sengi|Uganda Elephant-shrew"
421,"Sowerby's Beaked Whale","Mesoplodon bidens","North Atlantic Beaked Whale|North Sea Beaked Whale"
422,"Australian Sea Lion","Neophoca cinerea","Australian Sealion|Counselor Seal|Hair Seal|White-capped Sea Lion|White-necked Sea Lion"
423,"American Bison","Bos bison","Buffalo|Plains Bison|Wood Bison"
424,"Nelson's Small-eared Shrew","Cryptotis nelsoni","Nelson's Shrew"
425,"Golden-white Bare-ear Marmoset","Mico leucippe","White Marmoset|Golden-and-white Bare-ear Marmoset"
426,"Large Japanese Mole","Mogera wogura","Japanese Western Mole|Temminck's Mole"
427,"Black-fronted Titi","Callicebus nigrifrons","Black-fronted Titi Monkey|Northern Masked Titi"
428,"Marley's Golden Mole","Amblysomus marleyi",NA
429,"Iberian Lynx","Lynx pardinus","Pardel Lynx|Spanish Lynx"
430,"Ecuadorean Small-eared Shrew","Cryptotis equatoris","Ecuadorian Shrew"
431,"Ladak Pika","Ochotona ladacensis",NA
432,"Snow Mountain Shrew Mole","Uropsilus nivatus",NA
433,"African Wildcat","Felis lybica","Desert Cat|Asiatic (Asian) Steppe Wildcat|Indian Desert Cat"
434,"Tailless Tenrec","Tenrec ecaudatus","Common Tenrec"
435,"Central American Squirrel Monkey","Saimiri oerstedii","Red-backed Squirrel Monkey|Black-crowned Central American Squirrel Monkey|Gray-crowned Central American Squirrel Monkey"
436,"Small Forest Wallaby","Dorcopsulus vanheurni","Lesser Forest Wallaby|Mountain Forest Wallaby|Small Dorcopsis|Small Dorcopsulus"
437,"Gayal","Bos frontalis","Domestic Gaur|Mithan"
438,"Jaguar","Panthera onca",NA
439,"Giant Genet","Genetta victoriae",NA
440,"Rhebok","Pelea capreolus","Gray Ribbok|Vaal Rhebuck"
441,"Northern Smooth-tailed Treeshrew","Dendrogale murina","Mainland Slender-tailed Treeshrew|Northern Slender-tailed Treeshrew"
442,"Gervais's Beaked Whale","Mesoplodon europaeus","European Beaked Whale|Gulf Stream Beaked Whale"
443,"Bornean Smooth-tailed Treeshrew","Dendrogale melanura",NA
444,"Gilbert's Dunnart","Sminthopsis gilberti",NA
445,"Prince Bernhard's Titi","Plecturocebus bernhardi","Prince Bernhard's Titi Monkey"
446,"Slender Treeshrew","Tupaia gracilis",NA
447,"Thylacine","Thylacinus cynocephalus","Hyena Opossum|Marsupial Wolf|Tasmanian Tiger|Tasmanian Wolf|Zebra Wolf"
448,"Grizzled Tree Kangaroo","Dendrolagus inustus",NA
449,"Giles's Planigale","Planigale gilesi","Paucident Planigale"
450,"Godman's Rock Wallaby","Petrogale godmani",NA
451,"Southern Right-whale Dolphin","Lissodelphis peronii","Mealy-mouthed Porpoise|Peron's Dolphin"
452,"White-chested Titi","Cheracebus lugens","Black Titi|White-handed Titi|Widow Monkey"
453,"Iberian Hare","Lepus granatensis","Granada Hare"
454,"Kuznetsov's Mole","Euroscaptor kuznetsovi",NA
455,"Eden's Whale","Balaenoptera edeni","Tropical Whale|Small-form Bryde's Whale|Sittang Whale"
456,"Mexican Cottontail","Sylvilagus cunicularius",NA
457,"Wimmer's White-toothed Shrew","Crocidura wimmeri","Wimmer's Shrew"
458,"Verapaz Shrew","Sorex veraepacis",NA
459,"Chacma Baboon","Papio ursinus","Mountain Baboon|Gray-footed Chacma Baboon|Namibian Chacma Baboon|Southern Chacma Baboon"
460,"Rusty Antechinus","Antechinus adustus","Tropical Antechinus"
461,"Burrowing Bettong","Bettongia lesueur","Boodie|Burrowing Rat-kangaroo|Lesueur's Rat-kangaroo"
462,"Somali White-toothed Shrew","Crocidura somalica","Somali Shrew"
463,"Carpentarian Pseudantechinus","Pseudantechinus mimulus","Alexandria False Antechinus|Carpentarian Antechinus"
464,"Brazilian Slender Opossum","Marmosops paulensis","São Paulo Slender Mouse Opossum"
465,"Steppe Polecat","Mustela eversmanii",NA
466,"Rainforest Shrew","Sylvisorex pluvialis",NA
467,"Bicolored African White-toothed Shrew","Crocidura fuscomurina","Bicolored Musk Shrew|Tiny Musk Shrew"
468,"Clara's Echymipera","Echymipera clara","Clara's Bandicoot|White-lipped Bandicoot"
469,"Giant Panda","Ailuropoda melanoleuca","Da Xiong Mao"
470,"Yunnan Hare","Lepus comus",NA
471,"Clymene Dolphin","Stenella clymene","Atlantic Spinner Dolphin|Helmet Dolphin|Senegal Dolphin|Short-snouted Spinner Dolphin"
472,"Large Indian Civet","Viverra zibetha",NA
473,"Allen's Swamp Monkey","Allenopithecus nigroviridis","Swamp Guenon|Swamp Monkey"
474,"Kalinowski's Opossum","Hyladelphys kalinowskii","Kalinowski's Mouse Opossum|Peru Gracile Mouse Opossum"
475,"Flat-headed Cat","Prionailurus planiceps",NA
476,"Fischer's White-toothed Shrew","Crocidura fischeri","Fischer's Shrew"
477,"Common Raccoon Dog","Nyctereutes procyonoides","Chinese Raccoon Dog|Raccoon Dog"
478,"Eastern Hare Wallaby","Lagorchestes leporides","Brown Hare-wallaby|Common Hare-wallaby|Dancing-hare|Hare-kangaroo"
479,"Stephen Nash's Titi","Plecturocebus stephennashi","Stephen Nash's Titi Monkey"
480,"Preuss's Red Colobus","Piliocolobus preussi",NA
481,"Peruvian Woolly Mouse Opossum","Marmosa parda",NA
482,"Javan Deer","Rusa timorensis","Maned Sambar|Rusa Deer|Sunda Sambar|Timor Deer"
483,"Walrus","Odobenus rosmarus","Atlantic Walrus|Laptev Walrus|Pacific Walrus"
484,"Bridled Nail-tailed Wallaby","Onychogalea frenata","Bridled Wallaby|Flashjack|Merrin|Waistcoat Wallaby"
485,"Southern Oncilla","Leopardus guttulus","Southern Tigrina|Southern Tiger Cat"
486,"Ward's Striped Shrew","Sorex wardi",NA
487,"Pere David's Deer","Elaphurus davidianus","Milu"
488,"Ankarana Sportive Lemur","Lepilemur ankaranensis","Ankarana Weasel Lemur"
489,"Ogilby's Duiker","Cephalophorus ogilbyi","White-legged Duiker"
490,"Stripe-faced Dunnart","Sminthopsis macroura","Darling Downs Dunnart|Froggatt's Sminthopsis|Larapinta|Stripe-headed Sminthopsis"
491,"White-footed Sportive Lemur","Lepilemur leucopus","White-footed Weasel Lemur"
492,"Kanamari White Uacari","Cacajao amuna","Kanamari White Uakari"
493,"Least Beaked Whale","Berardius minimus",NA
494,"South-west Peninsula White-toothed Shrew","Crocidura australis",NA
495,"Annamese Langur","Trachypithecus margarita","Annamese Silvered Langur|Elliot's Lutung"
496,"Rondon's Marmoset","Mico rondoni",NA
497,"Southern Hairy-nosed Wombat","Lasiorhinus latifrons","Broad-fronted Wombat|Long-eared Wombat|Plains Wombat|Soft-furred Wombat"
498,"Short-eared Rock Wallaby","Petrogale brachyotis","Brush-tailed Rock Wallaby|Western Short-eared Rock Wallaby"
499,"Cuc Phuong Ferret-badger","Melogale cucphuongensis","Vietnam Ferret-badger"
500,"Shepherd's Beaked Whale","Tasmacetus shepherdi","Tasman Beaked Whale|Tasman Whale|Tasmanian Beaked Whale"
501,"Angolan Dwarf Galago","Galagoides kumbirensis",NA
502,"Leopard","Panthera pardus","Panther"
503,"Patagonian Weasel","Lyncodon patagonicus",NA
504,"Masked Titi","Callicebus personatus","Atlantic Titi|Black-fronted Titi|Northern Masked Titi"
505,"Peters's Mouse Lemur","Microcebus myoxinus","Pygmy Mouse Lemur"
506,"Red-capped Mangabey","Cercocebus torquatus","Collared Mangabey|White-collared Mangabey"
507,"American Badger","Taxidea taxus",NA
508,"Dsinezumi White-toothed Shrew","Crocidura dsinezumi","Dsinezumi Shrew|Japanese White-toothed Shrew"
509,"Javan Chevrotain","Tragulus javanicus",NA
510,"Atlantic Humpback Dolphin","Sousa teuszii","Atlantic Humpbacked Dolphin|Teusz's Dolphin"
511,"Argentinean Warrah","Dusicyon avus",NA
512,"Lowe's Brown-toothed Shrew","Chodsigoa parca","Lowe's Shrew"
513,"Tiny Sulawesi White-toothed Shrew","Crocidura parva",NA
514,"Desert Hedgehog","Paraechinus aethiopicus","Ethiopian Hedgehog"
515,"Duthie's Golden Mole","Chlorotalpa duthieae",NA
516,"Chinese Hare","Lepus sinensis",NA
517,"Ecuadorian Squirrel Monkey","Saimiri macrodon",NA
518,"Etruscan Shrew","Suncus etruscus","Common Dwarf Shrew|Etruscan Dwarf Shrew|Pygmy White-toothed Shrew|Savi's Pygmy Shrew"
519,"Berlandier's Least Shrew","Cryptotis berlandieri","Berlandier's Shrew"
520,"Indri","Indri indri","Babakoto"
521,"Güldenstädt's White-toothed Shrew","Crocidura gueldenstaedtii","Güldenstädt's Shrew"
522,"Large White-toothed Shrew","Crocidura dracula","Dracula Shrew"
523,"Veracruz Shrew","Sorex veraecrucis",NA
524,"Brazilian White-eared Opossum","Didelphis albiventris","White-eared Opossum|Cassaco"
525,"Japanese Shrew Mole","Urotrichus talpoides","Greater Japanese Shrew Mole"
526,"North Peninsula White-toothed Shrew","Crocidura pseudorhoditis",NA
527,"Riverine Rabbit","Bunolagus monticularis","Bushman Hare"
528,"Telefomin Cuscus","Phalanger matanim","Matanim Cuscus"
529,"Cameroon White-toothed Shrew","Crocidura picea","Assumbo Shrew|Pitch Shrew"
530,"Kayan Slow Loris","Nycticebus kayan",NA
531,"Bare-tailed Woolly Mouse Opossum","Marmosa rutteri",NA
532,"White-faced Capuchin","Cebus capucinus","White-headed Capuchin|White-throated Capuchin|Colombian White-faced Capuchin|Gorgona White-faced Capuchin|Gorgona White-throated Capuchin|Panamanian White-faced Capuchin"
533,"Guenther's Dik-dik","Madoqua guentheri",NA
534,"Marcano's Solenodon","Solenodon marcanoi",NA
535,"Jansa's Woolly Mouse Opossum","Marmosa jansae",NA
536,"Dobson's Shrew Tenrec","Nesogale dobsoni","Dobson's Long-tailed Tenrec"
537,"White-fronted Capuchin","Cebus albifrons","Humboldt'sWhite-fronted Capuchin|Ecuadorian White-fronted Capuchin|Rio Cesar White-fronted Capuchin|Shock-headed White-fronted Capuchin|Sierra de Perijá White-fronted Capuchin|Santa Marta White-fronted Capuchin|Spix's White-fronted Capuchin|Varied White-fronted Capuchin|Marañón White-fronted Capuchin|Peruvian White-fronted Capuchin|Bogotá Monkey|Varied Capuchin"
538,"Cretan White-toothed Shrew","Crocidura zimmermanni","Cretan Shrew"
539,"Kinabalu White-toothed Shrew","Crocidura baluensis","Kinabalu Shrew"
540,"Mottled-face Tamarin","Saguinus inustus","Mottle-faced Tamarin"
541,"Sandhill Dunnart","Sminthopsis psammophila","Large Desert Marsupial Mouse|Large Desert Sminthopsis|Sandhill Sminthopsis"
542,"Northern Four-eyed Opossum","Philander vossi",NA
543,"Hainan Mole","Mogera hainana",NA
544,"Groves's Dwarf Lemur","Cheirogaleus grovesi","Andringitra Dwarf Lemur|Haute Matsiatra Dwarf Lemur"
545,"Dinagat Gymnure","Podogymnura aureospinula","Dinagat Moonrat|Dinagat Wood Shrew|Golden-spined Moonrat|Spiny Moonrat"
546,"Moluccan Cuscus","Phalanger ornatus","Ornate Cuscus|Blue-eyed Cuscus"
547,"Popocatepetl Broad-clawed Shrew","Cryptotis alticola","Central Mexican Broad-clawed Shrew|Central Mexican Shrew|Popocatepetl Shrew"
548,"Spectacled Slender Opossum","Marmosops ocellatus",NA
549,"Palawan Stink Badger","Mydaus marchei","Teledu|Skunk Badger"
550,"Western Tree Hyrax","Dendrohyrax dorsalis","Beecroft's Tree Hyrax"
551,"Red Fox","Vulpes vulpes","Silver Fox|Cross Fox"
552,"Green Monkey","Chlorocebus sabaeus","Callithrix Monkey|Grass Monkey|Mangrove Monkey"
553,"Ke Go White-toothed Shrew","Crocidura kegoensis","Ke Go Shrew"
554,"Anderson's Mouse Opossum","Marmosa andersoni","Heavy-browed Mouse Opossum"
555,"Spotted-tailed Quoll","Dasyurus maculatus","Tiger Cat|Tiger Quoll"
556,"Ornate Shrew","Sorex ornatus","Suisun Shrew|Tule Shrew"
557,"Pygmy Right Whale","Caperea marginata","Western Australian Whale"
558,"Large-spotted Civet","Viverra megaspila",NA
559,"Lesser Hairy-footed Dunnart","Sminthopsis youngsoni","Desert Dunnart"
560,"Alpaca","Lama pacos",NA
561,"Vogelkop Tree Kangaroo","Dendrolagus ursinus","Black Tree Kangaroo|Ursine Tree Kangaroo|White-throated Tree Kangaroo"
562,"Gray Bamboo Lemur","Hapalemur griseus","Eastern Gray Bamboo Lemur|Eastern Lesser Bamboo Lemur|Gray Gentle Lemur|Beanamalao Bamboo Lemur|Ranomafana Bamboo Lemur"
563,"Tsiombikibo Sportive Lemur","Lepilemur ahmansoni","Ahmanson's Sportive Lemur"
564,"Agile Opossum","Gracilinanus agilis","Agile Gracile Opossum|Agile Mouse Opossum|Paraguayan Slender Mouse Opossum"
565,"Hairy Saki","Pithecia hirsuta",NA
566,"Panama Slender Opossum","Marmosops invictus","Panama Slender Mouse Opossum|Slaty Slender Mouse Opossum"
567,"Margot Marsh's Mouse Lemur","Microcebus margotmarshae","Antafondro Mouse Lemur"
568,"Anderson's Shrew","Suncus stoliczkanus","Yellow-throated Shrew"
569,"Long-nosed Dasyure","Murexia naso","Long-nosed Antechinus"
570,"Sichuan Short-tailed Shrew","Blarinella quadraticauda","Asiatic Short-tailed Shrew|Chinese Short-tailed Shrew|Northern Short-tailed Shrew"
571,"South American Fur Seal","Arctocephalus australis","Falkland Fur Seal|Peruvian Fur Seal|Southern Fur Seal"
572,"Long-tailed Brown-toothed Shrew","Episoriculus leucops",NA
573,"L'Hoest's Monkey","Allochrocebus lhoesti","Mountain Monkey"
574,"Hutan White-toothed Shrew","Crocidura hutanis","Hutan Shrew"
575,"Savanna White-toothed Shrew","Crocidura fulvastra","Savanna Shrew"
576,"Telford's White-toothed Shrew","Crocidura telfordi","Telford's Shrew"
577,"Bohor Reedbuck","Redunca redunca","Nagor Reedbuck|Senegal Reedbuck|Western Reedbuck|Nigerian Reedbuck|Sudan Reedbuck|Bohor Reedbuck"
578,"Koala","Phascolarctos cinereus","Koala Bear|Monkey Bear|Native Bear"
579,"African Wild Ass","Equus africanus","Atlas Wild Ass|Nubian Wild Ass|Somali Wild Ass"
580,"Talaud Bear Cuscus","Ailurops melanotis",NA
